Series Name,Location,Parameter,Timestamp,Value,Offset
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 08:00,8.0009,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 07:00,3.6428,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 07:00,32.8188,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 07:00,11.512,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 07:00,7.9366,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 06:00,3.5688,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 06:00,32.6832,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 06:00,11.514,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 06:00,8.2178,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 05:00,3.3972,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 05:00,32.221,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 05:00,11.5105,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 05:00,8.4122,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 04:00,3.1407,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 04:00,32.2091,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 04:00,11.5223,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 04:00,8.6138,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 03:00,2.907,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 03:00,31.9075,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 03:00,11.5334,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 03:00,8.6573,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 02:00,2.7355,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 02:00,30.4771,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 02:00,11.4109,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 02:00,8.178,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 01:00,2.6884,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 01:00,27.7821,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 01:00,11.2248,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 01:00,8.2774,0
"Depth","FS-Bottom","Depth-sensor",2025-02-08 00:00,2.727,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-08 00:00,17.7514,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-08 00:00,10.9996,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-08 00:00,9.0438,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 23:00,2.773,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 23:00,30.3778,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 23:00,11.3756,0
